@relation CorrelationTest

@attribute 'fulfill via' {'From RDC','Direct Drop'}
@attribute 'vendor inco term' {'N/A - From RDC',EXW,CIP,FCA,DDP,DAP,DDU}
@attribute 'shipment mode' {Truck,Air,Ocean,'Air Charter'}
@attribute 'po sent to vendor date' {'N/A - From RDC',11/13/09,2/20/15,2/28/08,9/14/11,8/26/08,10/27/10,5/2/11,10/2/08,6/30/14,2/28/14,5/9/13,3/2/11,8/21/08,9/30/09,9/16/10,10/10/12,3/17/08,8/3/11,12/6/12,8/5/13,2/26/13,2/27/13,12/10/07,11/18/14,9/12/12,2/12/14,6/20/12,4/28/08,2/15/12,8/21/12,8/22/12,4/7/08,7/16/12,5/20/14,6/12/08,7/18/08,8/7/13,3/13/15,3/11/08,2/26/14,12/29/11,7/10/13,5/5/11,5/18/11,1/11/13,10/5/09,10/4/12,7/26/12,3/20/14,8/10/12,8/12/13,5/14/09,6/2/14,8/18/09,7/7/09,3/31/09,6/21/07,2/2/11,10/16/12,4/9/09,5/18/09,12/2/09,6/25/15,8/10/10,7/9/14,9/11/13,4/20/09,8/14/14,1/17/12,5/22/13,10/29/14,3/16/15,8/28/14,2/3/14,12/4/13,11/21/12,8/28/07,2/5/10,4/2/09,8/1/11,1/27/12,3/3/08,10/22/08,8/6/13,1/27/09,3/24/10,1/17/13,5/23/08,3/17/15,9/3/09,11/5/14,7/9/09,10/23/09,1/7/08,6/4/09,7/31/12,1/23/12,1/14/09,10/7/10,8/18/11,10/5/11,5/21/13,8/30/11,4/20/11,10/22/09,7/31/08,6/13/12,11/16/11,2/25/11,3/13/08,10/27/08,9/4/13,6/20/08,6/18/14,4/24/12,6/21/10,8/13/12,11/21/13,5/27/09,5/23/11,1/12/10,5/13/08,1/15/13,12/4/14,7/20/11,9/21/11,11/19/07,11/16/07,6/5/12,5/12/15,6/14/12,4/30/09,1/3/08,10/18/07,5/29/13,4/4/09,4/29/14,2/27/14,4/3/14,8/12/11,7/18/11,4/11/13,6/2/09,3/11/09,4/19/06,4/9/12,11/19/14,8/2/12,9/15/11,8/27/14,8/4/11,12/26/12,3/28/12,2/26/08,8/23/10,5/26/15,1/28/14,9/4/14,2/12/13,3/25/09,7/6/07,8/13/14,2/6/12,6/23/14,4/21/11,4/20/15,8/31/09,11/6/12,11/14/08,10/15/13,8/27/08,6/7/10,8/29/08,2/29/08,7/21/10,12/22/09,2/18/09,12/18/14,7/30/10,9/2/10,5/8/13,8/29/11,10/16/14,7/30/14,3/19/12,9/22/11,1/23/13,6/13/11,5/20/08,11/1/13,1/29/08,9/17/08,10/24/08,11/30/07,2/17/12,12/2/08,9/25/14,7/1/14,4/1/13,5/19/14,12/8/14,6/6/09,7/17/15,12/11/08,12/16/14,5/6/14,8/22/08,4/5/12,1/8/10,11/13/13,12/14/06,3/19/14,6/1/10,7/26/07,2/1/12,1/2/13,9/18/08,11/22/10,1/25/07,3/1/07,4/15/09,9/24/10,8/11/09,7/2/12,9/7/11,5/22/15,3/5/14,10/29/09,7/9/12,12/9/10,2/17/10,3/30/11,10/14/08,5/31/11,7/28/08,8/24/11,5/27/10,9/19/14,2/25/08,10/22/14,1/26/09,10/22/12,1/26/15,8/27/10,1/30/14,5/7/12,4/18/11,2/19/14,1/12/12,1/9/12,10/23/07,4/27/09,2/14/13,9/29/09,12/28/06,3/31/11,5/3/12,5/13/07,3/27/12,9/19/11,11/12/13,1/5/08,1/22/14,10/6/10,9/24/08,1/5/09,12/29/06,12/12/12,8/15/11,7/2/09,8/7/09,1/21/10,8/28/11,2/24/09,11/24/10,3/23/11,6/8/10,9/11/09,6/4/13,3/21/12,2/6/08,2/3/12,2/25/13,12/7/10,10/7/09,5/15/12,6/30/08,9/3/08,10/9/14,6/17/10,8/19/13,8/29/14,11/9/09,12/1/10,6/13/13,8/12/09,1/7/15,6/2/15,2/10/10,3/19/10,2/17/15,12/13/11,6/28/13,2/11/13,3/28/11,12/23/09,3/4/15,12/2/13,3/25/10,11/18/11,8/13/13,4/30/14,8/24/15,9/10/13,5/18/12,11/19/09,12/10/14,7/3/13,6/28/12,5/12/11,5/8/14,9/22/09,6/12/12,11/28/14,2/8/11,7/1/08,3/24/11,4/23/14,10/4/11,11/11/09,1/13/12,10/10/13,5/21/14,11/14/14,8/11/14,3/9/15,10/18/10,12/24/14,12/14/10,7/21/09,7/15/09,7/4/07,11/21/07,10/3/11,4/4/12,1/22/13,3/29/10,11/2/09,4/3/12,10/3/07,5/10/13,2/9/10,5/5/14,4/14/11,1/16/09,8/23/13,5/13/15,5/26/14,10/3/14,10/15/09,10/11/11,8/14/12,6/24/10,10/28/13,1/15/10,3/4/09,9/14/09,4/28/15,5/23/14,3/14/14,9/24/12,4/10/08,7/17/09,11/11/11,3/31/14,6/26/09,11/5/09,3/27/09,2/12/15,2/5/13,9/30/11,3/31/08,3/18/10,3/21/14,7/31/13,3/10/14,3/31/10,10/15/10,6/25/14,11/29/06,5/13/09,6/16/10,11/14/06,4/29/09,6/11/13,4/4/08,11/7/12,4/17/12,1/30/15,9/28/10,1/16/14,8/25/10,8/9/12,3/22/13,3/5/10,5/7/15,2/20/08,10/21/08,5/27/14,1/4/08,12/17/13,12/15/14,12/6/07,1/25/10,5/15/13,11/3/08,7/24/08,1/21/08,7/8/14,1/20/10,5/15/08,8/27/13,5/30/14,9/27/10,1/25/12,4/25/13,4/21/10,8/19/14,10/25/13,12/6/10,3/25/11,8/6/14,4/29/11,11/12/07,9/21/10,2/23/15,7/31/14,7/12/12,7/28/15,2/5/09,4/1/11,8/5/14,11/23/09,9/9/13,9/29/10,9/17/10,10/8/12,7/3/12,5/27/11,5/7/07,10/16/13,10/10/11,6/24/13,1/24/12,12/2/06,3/26/13,10/12/12,12/5/07,7/13/09,1/9/07,11/15/06,2/10/14,11/26/09,8/11/10,11/4/14,7/16/09,5/28/14,3/26/10,4/11/14,10/14/10,6/8/12,10/7/13,9/23/08,7/8/11,5/1/13,7/25/13,11/28/13,6/5/09,7/3/08,2/15/11,8/15/12,3/19/15,7/16/13,10/30/14,2/9/11,3/8/12,2/6/13,11/17/06,5/11/15,11/4/13,7/1/10,11/2/11,3/7/14,4/4/11,10/31/12,3/6/09,12/19/14,9/26/12,9/2/13,4/16/12,2/1/11,11/17/09,6/23/09,1/7/10,5/16/14,8/3/09,11/9/11,4/29/10,11/4/10,3/2/15,10/22/13,10/24/13,7/1/13,8/25/14,10/30/13,11/25/14,12/31/14,1/16/12,2/4/14,4/15/14,5/14/08,2/14/14,11/1/11,11/22/07,2/6/15,11/2/10,10/25/12,3/3/14,6/22/11,6/29/09,12/30/08,7/11/12,2/13/13,4/17/15,1/11/10,6/11/12,1/29/10,11/18/10,12/8/09,7/30/13,9/19/13,3/7/10,4/23/10,3/13/09,12/27/13,4/15/10,3/12/10,3/11/13,9/12/14,7/7/11,4/24/09,8/2/13,1/21/11,6/3/14,5/17/13,5/27/15,4/14/14,3/19/09,2/24/12,6/13/08,9/10/10,3/30/09,5/26/11,8/4/14,2/9/15,7/25/08,11/19/08,5/1/12,7/15/08,6/10/08,12/30/11,6/26/14,7/18/12,2/15/08,3/28/13,5/23/13,3/6/13,11/15/14,1/24/08,7/3/07,8/19/09,6/1/12,5/29/15,11/24/09,1/18/12,5/1/14,7/30/12,5/15/14,11/10/10,6/12/13,9/17/13,1/7/11,2/24/15,5/8/09,1/25/11,7/17/12,7/17/07,11/19/10,5/5/10,10/8/13,11/17/14,11/9/12,2/12/10,8/9/13,6/19/14,11/6/09,8/2/10,7/18/14,3/17/13,3/18/09,6/20/14,8/20/14,2/4/13,8/26/14,1/3/13,3/9/12,7/10/15,12/14/09,5/7/14,2/7/13,12/5/06,8/4/15,3/14/12,11/12/14,3/8/13,7/23/08,7/11/14,2/8/13,3/14/13,5/19/11,11/4/08,7/14/15,10/31/13}
@attribute brand {Generic,Uni-Gold,Determine,Stat-Pak,Bioline,OraQuick,Capillus,Genie,LAV,Multispot,'Colloidal Gold',Clearview,Reveal,'First Response',Hexagon,DoubleCheck,InstantCHEK,Coartem,Aluvia,Truvada,Crixivan,Norvir,Isentress,Zerit,Invirase,Viramune,'Videx EC',Prezista,Intelence,Viread,Retrovir,Trizivir,Combivir,Epivir,Ziagen,Kaletra,Atripla,Viracept,Stocrin/Sustiva,Paramax,Videx,Reyataz}
@attribute dosage {300mg,20/120mg,50+153mg,150mg,200mg,150/300/200mg,200/50mg,300/300mg,600/300mg,300/200mg,150/300mg,250mg,600mg,30mg,400mg,100mg,15mg,600/300/300mg,200/300mg,150/200/30mg,40mg,150/30mg,600/200/300mg,20mg,150/300mg+600mg,300/150/300mg,300/100mg,500mg,150/200/40mg,133.3/33.3mg,150/300+200mg,500/25mg,10mg/ml,50mg,80/20mg/ml,100/25mg,60/12mg,20mg/ml,30mg/ml,30/50/60mg,30/60mg,60/30mg,30/50/6mg,25mg,30/6mg,80mg/ml,1mg/ml,60mg,50mg/g,125mg,60/100/12mg}
@attribute 'dosage form' {'Test kit - Ancillary','Test kit','Tablet - FDC + blister','Tablet - FDC + co-blister',Tablet,'Tablet - FDC','Delayed-release capsules',Capsule,'Delayed-release capsules - blister','Tablet - blister','Oral solution','Chewable/dispersible tablet','Chewable/dispersible tablet - FDC','Oral suspension','Powder for oral solution',Injection,'Oral powder'}
@attribute 'unit of measure (per pack)' numeric
@attribute 'line item quantity' numeric
@attribute 'line item value' numeric
@attribute 'pack price' numeric
@attribute 'unit price' numeric
@attribute 'manufacturing site' {'Inverness Japan','Trinity Biotech Plc','Alere Medical Co. Ltd.','Chembio Diagnostics Sys. Inc.','Standard Diagnostics Korea','Orasure Technologies Inc USA','Bio-Rad Laboratories','KHB Test Kit Facility Shanghai China','ABBVIE GmbH & Co.KG Wiesbaden','Pacific Biotech Thailand','Ranbaxy Fine Chemicals LTD','Not Applicable','Premier Med. Corp Ltd. India','Human Diagnostic','Orasure Technologies Inc','INVERNESS ANY','Inverness USA','EY Laboratories USA','Novartis Pharma Suffern USA','Novartis Pharma AG Switzerland','Ipca Dadra/Nagar Haveli IN','Aurobindo Unit III India','Cipla Goa India','Strides Bangalore India.','Mylan (formerly Matrix) Nashik','ABBVIE Ludwigshafen Germany','Ranbaxy per Shasun Pharma','Aspen-OSD Port Elizabeth SA','Hetero Unit III Hyderabad IN','MSD Haarlem NL','ABBVIE (Abbott) Logis. UK','Macleods Daman Plant INDIA','Aurobindo Unit VII IN','Cipla Kurkumbh India','Ranbaxy Paonta Shahib India','BMS Meymac France','Roche Basel','Boehringer Ing. Koropi GR','Micro labs Verna Goa India','Janssen-Cilag Latina IT','ABBVIE (Abbott) France','Hetero Jadcherla unit 5 IN','Ranbaxy per Shasun Pharma Ltd','Bristol-Myers Squibb Anagni IT','Emcure Plot No.P-2 I.T-B.T. Park Phase II MIDC Hinjwadi Pune India','GSK Ware (UK)','Gilead(Nycomed) Oranienburg DE','GSK U1 Poznan Poland','GSK Aranda','GSK Cape Town Factory (South Africa)','Cipla Patalganga India','Janssen Ortho LLC Puerto Rico','BI Ingelheim Germany','Cipla Ltd A-42 MIDC Mahar. IN','MSD Elkton USA','Mylan  H-12 & H-13 India','ABBVIE (Abbott) St. P burg USA',ABBSP,'Roche Madrid','MSD Midrand J burg SA','Guilin OSD site No 17 China','Micro Labs Hosur India','Meditab (for Cipla) Daman IN','Micro Labs Ltd. (Brown & Burk) India','Weifa A.S. Hausmanngt. 6 P.O. Box 9113 GrÃ¸nland 0133 Oslo Norway','ABBVIE Labs North Chicago US','GSK Mississauga (Canada)','MSD Manati Puerto Rico (USA)','GSK Barnard Castle UK','BMS Evansville US','GSK Crawley','Boehringer Ingelheim Roxane US'}
@attribute 'first line designation' {True,False}
@attribute 'weight (kilograms)' numeric
@attribute 'line item insurance (usd)' numeric
@attribute 'sub classification' {'HIV test - Ancillary','HIV test',ACT,Adult,Malaria,Pediatric}

@data
'Direct Drop',EXW,Air,10/22/14,Uni-Gold,300mg,'Test kit',19.019019,12.901655,43.010822,23.780506,6.704379,'Trinity Biotech Plc',True,2.715331,39.088324,'HIV test'
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150/300mg,'Tablet - FDC',59.059059,93.685786,92.711339,7.059838,0.670438,'Aurobindo Unit III India',True,9.731103,114.538091,Adult
'Direct Drop',EXW,Air,2/1/11,Generic,250mg,'Delayed-release capsules',29.029029,2.619363,3.549233,9.660831,1.801802,'Aurobindo Unit III India',True,0.129468,4.522316,Adult
'Direct Drop',CIP,Air,12/30/08,Atripla,600/200/300mg,'Tablet - FDC',29.029029,4.320982,22.693585,37.454297,7.039598,'MSD Haarlem NL',False,2.871626,34.344173,Adult
'Direct Drop',DDP,Truck,10/9/14,Generic,200mg,Tablet,59.059059,0.037097,0.055393,10.210755,0.963754,'Aurobindo Unit III India',False,1.519792,0.044107,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,50mg,Capsule,29.029029,2.30162,0.53742,1.664635,0.293317,'Aurobindo Unit III India',True,1.23053,0.684963,Pediatric
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,600mg,Tablet,29.029029,16.127471,6.922054,3.06174,0.586633,'Strides Bangalore India.',True,1.225865,8.818905,Adult
'From RDC','N/A - From RDC','Air Charter','N/A - From RDC',Truvada,300/200mg,'Tablet - FDC',29.029029,0.385485,1.058469,19.507446,3.687408,'Aspen-OSD Port Elizabeth SA',True,0.024494,1.60214,Adult
'From RDC','N/A - From RDC','Air Charter','N/A - From RDC',Generic,200mg,Tablet,89.089089,17.325862,13.17608,5.424928,0.335219,'Strides Bangalore India.',True,0.872452,12.584907,Pediatric
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,150/300/200mg,'Tablet - FDC',59.059059,81.772844,65.760187,5.737047,0.544731,'Mylan (formerly Matrix) Nashik',False,12.145508,52.197332,Adult
'Direct Drop',EXW,Air,12/26/12,'First Response',300mg,'Test kit',29.029029,12.901655,30.241984,16.720668,3.142678,'Premier Med. Corp Ltd. India',True,2.869293,28.885222,'HIV test'
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,30mg,Capsule,59.059059,1.014519,0.164063,1.151868,0.125707,'Aurobindo Unit III India',True,0.048988,0.24778,Adult
'Direct Drop',EXW,Air,7/25/13,Generic,150mg,Tablet,59.059059,10.471002,1.930885,1.315359,0.125707,'Micro labs Verna Goa India',True,0.35108,1.844731,Adult
'Direct Drop',EXW,Air,9/3/09,Uni-Gold,300mg,'Test kit',19.019019,3.224204,10.752706,23.780506,6.704379,'Trinity Biotech Plc',True,0.795471,16.273072,'HIV test'
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,300mg,Tablet,59.059059,3.729044,5.844687,11.176838,1.047559,'Mylan (formerly Matrix) Nashik',False,9.233059,7.446383,Adult
'Direct Drop',DDP,Ocean,9/24/10,Generic,150/300mg,'Tablet - FDC',59.059059,40.321098,35.114304,6.212657,0.586633,'Aurobindo Unit III India',True,2.653513,58.455407,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Clearview,300mg,'Test kit',24.024024,0.111291,0.882058,55.735561,12.57071,'Inverness USA',True,0.050154,1.089715,'HIV test'
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,300mg,Tablet,59.059059,8.516157,4.879964,4.087274,0.377121,'Aurobindo Unit III India',True,0.36391,3.873676,Adult
'Direct Drop',EXW,Air,4/7/08,Generic,300mg,'Test kit - Ancillary',99.099099,0.401614,0.00042,0.007431,0,'Inverness Japan',True,0.019828,0,'HIV test - Ancillary'
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150/300mg,'Tablet - FDC',59.059059,9.675838,8.830659,6.509913,0.628536,'Mylan (formerly Matrix) Nashik',True,0.56686,13.364572,Adult
'Direct Drop',EXW,Air,2/19/14,'Colloidal Gold',300mg,'Test kit',0,0.562905,1.440695,18.20695,102.6608,'KHB Test Kit Facility Shanghai China',True,0.279931,1.1442,'HIV test'
'Direct Drop',DDP,Air,'N/A - From RDC',Generic,200mg,Capsule,89.089089,1.327424,2.606846,13.993341,0.87995,'Aurobindo Unit III India',False,1.519792,3.945026,Pediatric
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,60/30mg,'Tablet - FDC',59.059059,0.44355,0.189658,3.039446,0.293317,'Mylan (formerly Matrix) Nashik',False,6.209804,0.150484,Pediatric
'Direct Drop',EXW,Air,4/30/14,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,4.182272,1.568954,2.675307,0.251414,'Cipla Goa India',True,0.269434,1.245388,Pediatric
'Direct Drop',EXW,Air,2/15/11,Generic,300mg,Tablet,59.059059,0.101613,0.161291,11.147112,1.047559,'Mylan (formerly Matrix) Nashik',False,2.46456,0.20497,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150/300+200mg,'Tablet - FDC + co-blister',119.119119,4.358079,9.309743,15.234387,0.71234,'Aspen-OSD Port Elizabeth SA',False,0.979759,31.149964,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150mg,Tablet,59.059059,0.067742,0.016833,1.731518,0.167609,'Hetero Unit III Hyderabad IN',True,0.002333,0.018162,Adult
'Direct Drop',EXW,Air,1/18/12,Generic,10mg/ml,'Oral solution',239.239239,0.804841,0.176412,1.560596,0.041902,'Aurobindo Unit III India',False,0.636843,0.1907,Pediatric
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,600/300/300mg,'Tablet - FDC',29.029029,5.22421,5.579646,7.617193,1.42468,'Aurobindo Unit VII IN',True,0.716157,4.428912,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,300/300mg,'Tablet - FDC',29.029029,2.458072,1.232403,3.574507,0.670438,'Cipla Kurkumbh India',False,1.384492,1.333603,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,200/50mg,Tablet,119.119119,17.706509,54.747521,22.056419,1.047559,'Mylan (formerly Matrix) Nashik',True,3.360339,59.266207,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150/300/200mg,'Tablet - FDC',59.059059,7.798412,16.656277,15.234387,1.42468,'Aurobindo Unit III India',True,0.619347,20.577445,Adult
'From RDC','N/A - From RDC','Air Charter','N/A - From RDC',Generic,300/300mg,'Tablet - FDC',29.029029,29.601708,25.37864,6.116049,1.131364,'Mylan (formerly Matrix) Nashik',True,2.092485,32.33339,Adult
'Direct Drop',EXW,Air,8/11/14,Generic,600/300/300mg,'Tablet - FDC',29.029029,33.637205,36.792398,7.802979,1.466583,'Hetero Unit III Hyderabad IN',True,3.451316,29.204353,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,600/300/300mg,'Tablet - FDC',29.029029,399.193223,448.261812,8.011058,1.508485,'Mylan (formerly Matrix) Nashik',False,53.350191,355.81259,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,300/300mg,'Tablet - FDC',29.029029,55.198565,27.025044,3.492762,0.670438,'Hetero Unit III Hyderabad IN',False,6.353268,21.451811,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,60/30mg,'Tablet - FDC',59.059059,0.006452,0.00336,2.972563,0.293317,'Aurobindo Unit III India',True,1.519792,0.002595,Pediatric
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,600/300mg,'Tablet - FDC',29.029029,0.787099,1.110768,10.047264,1.885607,'Mylan (formerly Matrix) Nashik',False,14.228662,0.88215,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,300mg,Tablet,29.029029,3.37743,1.274179,2.69017,0.502828,'Mylan (formerly Matrix) Nashik',False,0.698661,1.011878,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,600mg,Tablet,29.029029,2.998397,3.881256,9.229809,1.717997,'Cipla Goa India',True,4.771658,4.794744,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,200/50mg,Tablet,119.119119,13.698431,35.33464,18.400166,0.87995,'Aurobindo Unit III India',True,2.436566,33.750019,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,150/300mg,'Tablet - FDC',59.059059,245.89918,204.916997,5.945126,0.544731,'Mylan (formerly Matrix) Nashik',True,32.778759,261.070982,Adult
'Direct Drop',EXW,Air,4/28/08,Uni-Gold,300mg,'Test kit',19.019019,0.804841,2.688176,23.780506,6.704379,'Trinity Biotech Plc',True,0.58319,3.321035,'HIV test'
'Direct Drop',EXW,Truck,9/2/10,Norvir,100mg,Capsule,167.167167,0.556453,8.370981,107.012277,3.603604,'ABBVIE (Abbott) St. P burg USA',True,0.31259,13.935375,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,200/50mg,Tablet,119.119119,0.148388,0,0,0,'Mylan (formerly Matrix) Nashik',True,1.519792,0,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150/200/30mg,'Tablet - FDC',59.059059,8.41293,6.4862,5.499242,0.502828,'Cipla Goa India',True,0.656672,9.816513,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Aluvia,200/50mg,Tablet,119.119119,4.159691,17.815553,30.543087,1.42468,'ABBVIE Ludwigshafen Germany',True,0.684665,22.009641,Adult
'Direct Drop',FCA,Air,10/14/10,Norvir,100mg,Capsule,335.335335,0.017742,0.416351,153.466009,2.556044,'ABBVIE (Abbott) Logis. UK',True,0.059485,0.692747,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150/300mg,'Tablet - FDC',59.059059,0.159678,0.147178,6.509913,0.628536,'Aurobindo Unit III India',True,5.34435,0.245186,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,150/200/30mg,'Tablet - FDC',59.059059,9.301643,4.186458,3.210368,0.293317,'Hetero Unit III Hyderabad IN',True,0.690497,3.32363,Adult
'Direct Drop',EXW,Air,5/23/14,Generic,150/300/200mg,'Tablet - FDC',59.059059,46.535634,39.750501,6.093755,0.586633,'Aurobindo Unit III India',True,4.212962,31.552428,Adult
'Direct Drop',DDP,Truck,11/28/14,Generic,300mg,Tablet,59.059059,0.061291,0.326655,37.045569,3.477897,'Aurobindo Unit III India',False,1.519792,0.259456,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,200mg,Tablet,59.059059,41.609812,14.737356,2.526679,0.251414,'Strides Bangalore India.',False,6.858311,18.207316,Adult
'Direct Drop',EXW,Air,12/4/14,Determine,300mg,'Test kit',99.099099,10.041968,83.696372,59.451265,3.352189,'Alere Medical Co. Ltd.',True,2.947441,76.06338,'HIV test'
'Direct Drop',EXW,Air,3/11/08,Determine,300mg,'Test kit',99.099099,1.538715,10.750185,49.790434,2.807459,'Inverness Japan',True,0.191286,13.281546,'HIV test'
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,300/300mg,'Tablet - FDC',29.029029,16.311343,10.331522,4.518296,0.838047,'Mylan (formerly Matrix) Nashik',False,3.173718,13.162196,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,600mg,Tablet,29.029029,109.069707,141.110792,9.229809,1.717997,'Aurobindo Unit III India',True,6.811655,174.330993,Adult
'Direct Drop',EXW,Air,4/5/12,Uni-Gold,300mg,'Test kit',19.019019,12.0952,40.322646,23.780506,6.704379,'Trinity Biotech Plc',True,2.845966,51.372262,'HIV test'
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,600mg,Tablet,29.029029,6.772602,3.619966,3.812312,0.71234,'Mylan (formerly Matrix) Nashik',True,0.277598,6.025863,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,10mg/ml,'Oral solution',239.239239,5.362921,1.20143,1.597753,0.041902,'Aurobindo Unit III India',True,1.428815,1.484088,Pediatric
'Direct Drop',EXW,Air,'N/A - From RDC',OraQuick,300mg,'Test kit',99.099099,0.022581,1.008066,297.256324,16.760947,'Pacific Biotech Thailand',True,0.04199,31.149964,'HIV test'
'Direct Drop',EXW,Air,11/11/09,Generic,150/300mg,'Tablet - FDC',59.059059,35.495276,31.836221,6.398442,0.586633,'Aurobindo Unit III India',True,2.505383,48.180955,Adult
'Direct Drop',EXW,Air,2/9/15,Generic,500/25mg,'Tablet - FDC',1000,0.933874,3.225476,24.597961,0.125707,'Micro Labs Hosur India',True,0.58319,2.931851,Malaria
'Direct Drop',EXW,Air,10/3/11,Generic,300mg,Tablet,29.029029,11.524231,6.603337,4.087274,0.754243,'Mylan (formerly Matrix) Nashik',False,1.408986,8.412857,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,30/50/6mg,'Chewable/dispersible tablet - FDC',59.059059,0.764519,0.183552,1.709224,0.167609,'Cipla Goa India',True,2.311764,0.175133,Pediatric
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,150/300/200mg,'Tablet - FDC',59.059059,176.698957,206.518458,8.33804,0.796145,'Aurobindo Unit III India',True,23.696163,343.798486,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,300/300mg,'Tablet - FDC',29.029029,146.750473,71.84726,3.492762,0.670438,'Aurobindo Unit VII IN',True,25.661512,68.623483,Adult
'Direct Drop',EXW,Air,2/20/15,Determine,300mg,'Test kit - Ancillary',0,0.030645,0.016801,3.715704,20.951184,'Alere Medical Co. Ltd.',False,1.519792,0.015567,'HIV test - Ancillary'
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,600mg,Tablet,29.029029,37.82109,17.020189,3.210368,0.586633,'Aurobindo Unit III India',True,2.412072,21.684024,Adult
'Direct Drop',DDP,Truck,3/9/15,Generic,200mg,Capsule,89.089089,0.003226,0.008589,12.663119,0.796145,'Aurobindo Unit III India',False,1.519792,0.006486,Pediatric
'Direct Drop',EXW,Ocean,9/22/11,Generic,150/300mg+600mg,'Tablet - FDC + co-blister',89.089089,75.571212,107.061329,10.106715,0.628536,'Aurobindo Unit III India',True,8.995118,136.399842,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,10mg/ml,'Oral solution',239.239239,5.26292,1.179034,1.597753,0.041902,'Aurobindo Unit III India',False,3.430322,1.456845,Pediatric
'Direct Drop',DDP,Truck,'N/A - From RDC',Viread,300mg,Tablet,29.029029,0.046774,0.124043,18.288695,3.435994,'Gilead(Nycomed) Oranienburg DE',False,1.519792,0.153079,Adult
'Direct Drop',EXW,Air,10/29/09,Bioline,300mg,'Test kit',24.024024,8.191962,17.06992,14.862816,3.352189,'Standard Diagnostics Korea',True,1.975847,28.416904,'HIV test'
'Direct Drop',DDP,Truck,'N/A - From RDC',Generic,50mg,Capsule,29.029029,3.459689,1.096524,2.259148,0.419024,'Aurobindo Unit III India',False,1.519792,1.046904,Pediatric
'Direct Drop',EXW,Air,9/7/11,Uni-Gold,300mg,'Test kit',19.019019,0.091936,0.311828,23.780506,6.704379,'Trinity Biotech Plc',True,0.022161,0.396967,'HIV test'
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,200mg,Capsule,89.089089,1.095165,1.743417,11.340329,0.71234,'Aurobindo Unit III India',False,12.458098,2.638666,Pediatric
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,268.662157,100.748751,2.675307,0.251414,'Mylan  H-12 & H-13 India',False,30.185898,91.560679,Pediatric
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Truvada,300/200mg,'Tablet - FDC',29.029029,0.229033,0.630671,19.507446,3.687408,'Aspen-OSD Port Elizabeth SA',True,0.016329,0.954798,Adult
'Direct Drop',EXW,Ocean,9/10/13,Generic,600mg,Tablet,29.029029,102.663234,34.114618,2.370619,0.460926,'Strides Bangalore India.',True,4.622361,32.583765,Adult
