'pq #','fulfill via','vendor inco term','po sent to vendor date','molecule/test type',brand,dosage,'dosage form','unit of measure (per pack)','pack price','unit price','manufacturing site','sub classification'
FPQ-6708,'Direct Drop',DDP,12/14/10,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,29.029029,4.941886,0.921852,'Aurobindo Unit III India',Adult
FPQ-12015,'From RDC','N/A - From RDC','N/A - From RDC',Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,15.026307,0.71234,'ABBVIE Ludwigshafen Germany',Adult
'Pre-PQ Process','Direct Drop',EXW,7/3/08,Stavudine,Generic,30mg,Capsule,59.059059,1.077554,0.083805,'Aurobindo Unit III India',Adult
FPQ-14083,'Direct Drop',EXW,7/31/14,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,6.019441,0.544731,'Mylan (formerly Matrix) Nashik',Adult
FPQ-11032,'From RDC','N/A - From RDC','N/A - From RDC','Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,600/200/300mg,'Tablet - FDC',29.029029,9.631105,1.801802,'Cipla Goa India',Adult
FPQ-6818,'Direct Drop',FCA,2/15/11,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,61.086175,2.849361,'ABBVIE Ludwigshafen Germany',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,300mg,Tablet,59.059059,5.870812,0.544731,'Aurobindo Unit III India',Adult
FPQ-5275,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,6.509913,0.628536,'Hetero Unit III Hyderabad IN',Adult
FPQ-14112,'From RDC','N/A - From RDC','N/A - From RDC','Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,7.617193,1.42468,'Aurobindo Unit VII IN',Adult
FPQ-11553,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,200mg,Tablet,59.059059,1.716655,0.167609,'Cipla Goa India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Stavudine,Generic,30mg,Capsule,59.059059,1.129574,0.125707,'Aurobindo Unit III India',Adult
FPQ-5303,'Direct Drop',DDP,3/19/10,Nevirapine,Generic,200mg,Tablet,59.059059,2.169971,0.209512,'Aurobindo Unit III India',Adult
FPQ-12477,'Direct Drop',EXW,9/10/13,Efavirenz,Generic,600mg,Tablet,29.029029,2.370619,0.460926,'Strides Bangalore India.',Adult
FPQ-10286,'Direct Drop',EXW,8/15/12,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,5.261437,0.502828,'Hetero Unit III Hyderabad IN',Adult
FPQ-5094,'Direct Drop',EXW,3/24/10,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,8.174549,0.754243,'Strides Bangalore India.',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,8.925121,1.676095,'Mylan (formerly Matrix) Nashik',Adult
FPQ-15692,'Direct Drop',EXW,2/17/15,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,7.431408,1.382778,'Hetero Unit III Hyderabad IN',Adult
FPQ-5581,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,150mg,Tablet,59.059059,1.731518,0.167609,'Aurobindo Unit III India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,8.925121,1.676095,'Aurobindo Unit III India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,10.032401,0.921852,'Aurobindo Unit III India',Adult
FPQ-11022,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,200mg,Tablet,59.059059,1.679498,0.167609,'Aurobindo Unit III India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Stavudine,Generic,30mg,Capsule,59.059059,1.084986,0.083805,'Aurobindo Unit III India',Adult
FPQ-14516,'Direct Drop',EXW,8/11/14,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,7.802979,1.466583,'Hetero Unit III Hyderabad IN',Adult
FPQ-5237,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,200mg,Tablet,59.059059,1.917303,0.167609,'Aurobindo Unit III India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,150mg,Tablet,59.059059,2.259148,0.209512,'Aurobindo Unit III India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC',59.059059,5.350614,0.502828,'Strides Bangalore India.',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC','Emtricitabine/Tenofovir Disoproxil Fumarate',Truvada,300/200mg,'Tablet - FDC',29.029029,19.507446,3.687408,'Aspen-OSD Port Elizabeth SA',Adult
FPQ-6222,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,3.210368,0.586633,'Mylan (formerly Matrix) Nashik',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,7.059838,0.670438,'Cipla Goa India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,5.254006,1.005657,'Aurobindo Unit III India',Adult
FPQ-4040,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,150mg,Tablet,59.059059,1.813264,0.167609,'Mylan (formerly Matrix) Nashik',Adult
FPQ-8464,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,7.646919,0.71234,'Mylan (formerly Matrix) Nashik',Adult
FPQ-12528,'Direct Drop',EXW,6/28/13,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,8.28602,1.550388,'Mylan (formerly Matrix) Nashik',Adult
FPQ-12253,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,5.201986,0.502828,'Hetero Unit III Hyderabad IN',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,150mg,Tablet,59.059059,2.16254,0.209512,'Aurobindo Unit III India',Adult
FPQ-4497,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,6.509913,0.628536,'Mylan (formerly Matrix) Nashik',Adult
FPQ-5239,'From RDC','N/A - From RDC','N/A - From RDC','Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,200/300mg,'Tablet - FDC',29.029029,8.731905,1.634192,'Mylan (formerly Matrix) Nashik',Adult
FPQ-15692,'Direct Drop',EXW,2/17/15,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,7.431408,1.382778,'Hetero Unit III Hyderabad IN',Adult
FPQ-4029,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,150mg,Tablet,59.059059,1.813264,0.167609,'Aurobindo Unit III India',Adult
FPQ-7175,'Direct Drop',DDP,3/24/11,Zidovudine,Generic,300mg,Tablet,59.059059,5.424928,0.502828,'Aurobindo Unit III India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,300mg,Tablet,59.059059,6.056598,0.586633,'Aurobindo Unit III India',Adult
FPQ-12522,'Direct Drop',DDP,8/29/14,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,19.143307,0.87995,'ABBVIE Ludwigshafen Germany',Adult
FPQ-8464,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,200mg,Tablet,59.059059,1.917303,0.167609,'Aurobindo Unit VII IN',Adult
FPQ-8952,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,150mg,Tablet,59.059059,1.731518,0.167609,'Hetero Unit III Hyderabad IN',Adult
FPQ-11253,'From RDC','N/A - From RDC','N/A - From RDC',Lopinavir/Ritonavir,Generic,200/50mg,Tablet,119.119119,15.605957,0.754243,'Aurobindo Unit III India',Adult
'Pre-PQ Process','Direct Drop',EXW,'N/A - From RDC',Nevirapine,Generic,200mg,Tablet,59.059059,2.712464,0.251414,'Aurobindo Unit III India',Adult
FPQ-9640,'From RDC','N/A - From RDC','N/A - From RDC',Lopinavir/Ritonavir,Generic,200/50mg,Tablet,119.119119,22.056419,1.047559,'Aurobindo Unit III India',Adult
FPQ-9229,'From RDC','N/A - From RDC','N/A - From RDC',Abacavir,Generic,300mg,Tablet,59.059059,9.772302,0.921852,'Mylan (formerly Matrix) Nashik',Adult
FPQ-14813,'Direct Drop',EXW,12/15/14,Atazanavir/Ritonavir,Generic,300/100mg,Tablet,29.029029,13.376535,2.514142,'Emcure Plot No.P-2 I.T-B.T. Park Phase II MIDC Hinjwadi Pune India',Adult
FPQ-7217,'From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,300mg,Tablet,59.059059,5.358045,0.502828,'Aurobindo Unit III India',Adult
'Pre-PQ Process','Direct Drop',DDP,'N/A - From RDC',Nevirapine,Generic,200mg,Tablet,59.059059,14.587854,1.382778,'Cipla Goa India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,200mg,Tablet,59.059059,2.653013,0.251414,'Aurobindo Unit III India',Adult
FPQ-4537,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,3.529919,0.670438,'Aurobindo Unit III India',Adult
FPQ-8364,'From RDC','N/A - From RDC','N/A - From RDC','Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC',29.029029,6.116049,1.131364,'Mylan (formerly Matrix) Nashik',Adult
FPQ-11033,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,6.376148,0.586633,'Hetero Unit III Hyderabad IN',Adult
FPQ-6226,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,3.306977,0.628536,'Mylan (formerly Matrix) Nashik',Adult
FPQ-8417,'From RDC','N/A - From RDC','N/A - From RDC','Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC',29.029029,5.811361,1.089462,'Mylan (formerly Matrix) Nashik',Adult
FPQ-6341,'Direct Drop',EXW,9/28/10,Nevirapine,Generic,200mg,Tablet,59.059059,1.805832,0.167609,'Hetero Unit III Hyderabad IN',Adult
FPQ-15692,'Direct Drop',EXW,3/19/15,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,29.029029,2.340894,0.419024,'Hetero Unit III Hyderabad IN',Adult
FPQ-13973,'Direct Drop',DDP,8/5/14,Raltegravir,Isentress,400mg,Tablet,59.059059,59.443833,5.573015,'MSD Haarlem NL',Adult
FPQ-13976,'Direct Drop',FCA,4/30/14,Ritonavir,Norvir,100mg,Tablet,29.029029,17.285455,3.268385,'ABBVIE Ludwigshafen Germany',Adult
FPQ-15622,'From RDC','N/A - From RDC','N/A - From RDC','Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,29.029029,2.63815,0.502828,'Mylan (formerly Matrix) Nashik',Adult
FPQ-11828,'Direct Drop',DDP,'N/A - From RDC','Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,29.029029,15.278975,2.891263,'Cipla Goa India',Adult
FPQ-12868,'Direct Drop',EXW,9/9/13,Abacavir,Generic,300mg,Tablet,59.059059,8.315746,0.796145,'Mylan (formerly Matrix) Nashik',Adult
FPQ-4378,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,150mg,Tablet,59.059059,1.813264,0.167609,'Aurobindo Unit III India',Adult
FPQ-4688,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Stavudine,Generic,150/30mg,'Tablet - FDC',59.059059,2.526679,0.251414,'Cipla Goa India',Adult
FPQ-11393,'From RDC','N/A - From RDC','N/A - From RDC','Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,200/300mg,'Tablet - FDC',29.029029,4.510865,0.838047,'Mylan (formerly Matrix) Nashik',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine+Nevirapine,Generic,150/300+200mg,'Tablet - FDC + co-blister',119.119119,15.234387,0.71234,'Aspen-OSD Port Elizabeth SA',Adult
FPQ-12540,'Direct Drop',EXW,7/16/13,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,6.041735,0.586633,'Aurobindo Unit III India',Adult
FPQ-5599,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,3.529919,0.670438,'Aurobindo Unit III India',Adult
FPQ-12051,'Direct Drop',EXW,5/15/13,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,5.0162,0.460926,'Mylan (formerly Matrix) Nashik',Adult
FPQ-14111,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,200mg,Tablet,59.059059,1.642341,0.167609,'Aurobindo Unit III India',Adult
FPQ-9876,'From RDC','N/A - From RDC','N/A - From RDC',Lopinavir/Ritonavir,Generic,200/50mg,Tablet,119.119119,22.056419,1.047559,'Aurobindo Unit III India',Adult
FPQ-11022,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,200mg,Tablet,59.059059,1.679498,0.167609,'Cipla Goa India',Adult
FPQ-6470,'From RDC','N/A - From RDC','N/A - From RDC','Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC',29.029029,6.413305,1.215169,'Mylan (formerly Matrix) Nashik',Adult
FPQ-3964,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC',59.059059,5.201986,0.502828,'Strides Bangalore India.',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC',59.059059,5.573556,0.502828,'Cipla Goa India',Adult
FPQ-7653,'From RDC','N/A - From RDC','N/A - From RDC',Stavudine,Generic,30mg,Capsule,59.059059,1.040397,0.083805,'Aurobindo Unit III India',Adult
FPQ-4471,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,4.295354,0.796145,'Aurobindo Unit III India',Adult
'Pre-PQ Process','Direct Drop',EXW,5/13/08,Zidovudine,Generic,300mg,Tablet,59.059059,5.573556,0.502828,'Mylan (formerly Matrix) Nashik',Adult
FPQ-7866,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,6.138343,0.586633,'Mylan (formerly Matrix) Nashik',Adult
FPQ-15087,'Direct Drop',EXW,10/30/14,Nevirapine,Generic,200mg,Tablet,59.059059,1.605184,0.167609,'Hetero Unit III Hyderabad IN',Adult
FPQ-6897,'Direct Drop',FCA,3/24/11,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,25.043845,1.173266,'ABBVIE Ludwigshafen Germany',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC',59.059059,5.350614,0.502828,'Strides Bangalore India.',Adult
FPQ-6222,'From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,300mg,Tablet,59.059059,5.216848,0.502828,'Hetero Unit III Hyderabad IN',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,7.223329,1.340876,'Aurobindo Unit III India',Adult
FPQ-8157,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,8.33804,0.796145,'Aurobindo Unit III India',Adult
FPQ-14942,'Direct Drop',DDP,10/9/14,Lamivudine,Generic,150mg,Tablet,59.059059,5.239143,0.502828,'Aurobindo Unit III India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Stavudine,Generic,30mg,Capsule,59.059059,1.129574,0.125707,'Aurobindo Unit III India',Adult
FPQ-4438,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,4.295354,0.796145,'Aurobindo Unit III India',Adult
FPQ-6818,'Direct Drop',FCA,2/9/11,Ritonavir,Norvir,100mg,Capsule,335.335335,153.466009,2.556044,'ABBVIE (Abbott) Logis. UK',Adult
FPQ-4770,'Direct Drop',DDP,12/23/09,Abacavir,Ziagen,300mg,'Tablet - blister',59.059059,29.866829,2.807459,'GSK Ware (UK)',Adult
FPQ-9263,'Direct Drop',EXW,3/8/12,Atazanavir/Ritonavir,Generic,300/100mg,Tablet,29.029029,18.57852,3.477897,'Mylan (formerly Matrix) Nashik',Adult
FPQ-11418,'Direct Drop',EXW,2/6/13,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,6.101186,0.586633,'Hetero Unit III Hyderabad IN',Adult
FPQ-14226,'From RDC','N/A - From RDC','N/A - From RDC','Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,29.029029,2.809072,0.544731,'Hetero Unit III Hyderabad IN',Adult
FPQ-4694,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Stavudine,Generic,150/30mg,'Tablet - FDC',59.059059,2.526679,0.251414,'Cipla Goa India',Adult
FPQ-8157,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,8.33804,0.796145,'Aurobindo Unit VII IN',Adult
FPQ-14458,'From RDC','N/A - From RDC','N/A - From RDC','Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,7.617193,1.42468,'Cipla Ltd A-42 MIDC Mahar. IN',Adult
FPQ-7175,'Direct Drop',DDP,3/24/11,Efavirenz,Generic,600mg,Tablet,29.029029,3.351565,0.628536,'Aurobindo Unit III India',Adult
FPQ-4711,'From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,300mg,Tablet,59.059059,5.358045,0.502828,'Hetero Unit III Hyderabad IN',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,8.471805,0.796145,'Aurobindo Unit III India',Adult
FPQ-12190,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,6.376148,0.586633,'Aurobindo Unit III India',Adult
FPQ-13034,'Direct Drop',EXW,10/10/13,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,7.802979,1.466583,'Hetero Unit III Hyderabad IN',Adult
FPQ-11771,'From RDC','N/A - From RDC','N/A - From RDC',Lopinavir/Ritonavir,Generic,200/50mg,Tablet,119.119119,15.605957,0.754243,'Hetero Unit III Hyderabad IN',Adult
'Pre-PQ Process','Direct Drop',CIP,11/17/06,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,30.543087,1.42468,ABBSP,Adult
FPQ-10530,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,150mg,Tablet,59.059059,1.605184,0.167609,'Hetero Unit III Hyderabad IN',Adult
FPQ-14458,'From RDC','N/A - From RDC','N/A - From RDC','Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,7.253054,1.382778,'Mylan (formerly Matrix) Nashik',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Stavudine,Generic,30mg,Capsule,59.059059,1.196457,0.125707,'Strides Bangalore India.',Adult
FPQ-13108,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,6.138343,0.586633,'Aurobindo Unit III India',Adult
FPQ-6708,'Direct Drop',DDP,12/14/10,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,29.029029,5.097946,0.963754,'Cipla Goa India',Adult
FPQ-14942,'Direct Drop',DDP,5/11/15,Didanosine,Generic,250mg,'Delayed-release capsules',29.029029,8.189412,1.550388,'Aurobindo Unit III India',Adult
FPQ-9056,'From RDC','N/A - From RDC','N/A - From RDC',Abacavir,Generic,300mg,Tablet,59.059059,10.87215,1.005657,'Mylan (formerly Matrix) Nashik',Adult
FPQ-9968,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,200mg,Tablet,59.059059,1.798401,0.167609,'Aurobindo Unit III India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,12.076038,2.262728,'Aurobindo Unit III India',Adult
FPQ-4537,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC',59.059059,4.54059,0.419024,'Strides Bangalore India.',Adult
FPQ-13102,'Direct Drop',EXW,11/4/13,Zidovudine,Generic,300mg,Tablet,59.059059,4.035255,0.377121,'Aurobindo Unit III India',Adult
'Pre-PQ Process','Direct Drop',EXW,1/16/09,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,6.398442,0.586633,'Aurobindo Unit III India',Adult
'Pre-PQ Process','Direct Drop',DDP,'N/A - From RDC',Lamivudine,Epivir,150mg,Tablet,59.059059,3.574507,0.335219,'GSK Cape Town Factory (South Africa)',Adult
FPQ-14942,'Direct Drop',DDP,6/2/15,Etravirine,Intelence,100mg,Tablet,119.119119,19.016973,0.87995,'Janssen-Cilag Latina IT',Adult
'Pre-PQ Process','Direct Drop',DDP,2/20/08,Lamivudine,Epivir,150mg,Tablet,59.059059,4.050117,0.377121,'GSK Cape Town Factory (South Africa)',Adult
'Pre-PQ Process','Direct Drop',DDP,'N/A - From RDC','Tenofovir Disoproxil Fumarate',Viread,300mg,Tablet,29.029029,16.14845,3.01697,'Aspen-OSD Port Elizabeth SA',Adult
'Pre-PQ Process','Direct Drop',DDP,'N/A - From RDC',Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,22.970482,1.089462,'ABBVIE Ludwigshafen Germany',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,300mg,Tablet,59.059059,6.056598,0.586633,'Aurobindo Unit III India',Adult
FPQ-13973,'Direct Drop',DDP,11/4/14,Darunavir,Prezista,600mg,Tablet,59.059059,48.475075,4.567358,'Janssen-Cilag Latina IT',Adult
FPQ-5023,'From RDC','N/A - From RDC','N/A - From RDC','Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC',29.029029,7.431408,1.382778,'Mylan (formerly Matrix) Nashik',Adult
FPQ-9969,'From RDC','N/A - From RDC','N/A - From RDC','Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,9.861479,1.843704,'Mylan (formerly Matrix) Nashik',Adult
FPQ-10477,'From RDC','N/A - From RDC','N/A - From RDC','Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,600/200/300mg,'Tablet - FDC',29.029029,10.173598,1.927509,'Mylan (formerly Matrix) Nashik',Adult
FPQ-15259,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,4.845278,0.460926,'Aurobindo Unit III India',Adult
FPQ-9774,'From RDC','N/A - From RDC','N/A - From RDC','Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,600/200/300mg,'Tablet - FDC',29.029029,10.686365,2.011314,'Mylan (formerly Matrix) Nashik',Adult
FPQ-12051,'Direct Drop',FCA,8/27/13,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,45.197824,2.137021,'ABBVIE Ludwigshafen Germany',Adult
FPQ-5925,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Stavudine,Generic,150/30mg,'Tablet - FDC',59.059059,2.437502,0.209512,'Mylan (formerly Matrix) Nashik',Adult
FPQ-6221,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC',59.059059,4.035255,0.377121,'Strides Bangalore India.',Adult
